"Gene","Insertion.Index","log.likelihood.ratio","essential","non.essential","unclear"
"thrL",0.393939394,31.4310590411179,FALSE,TRUE,FALSE
"thrA",0.219244823,17.2007822018255,FALSE,TRUE,FALSE
"thrB",0.265809218,21.2345485757909,FALSE,TRUE,FALSE
"thrC",0.205905206,15.994924486257,FALSE,TRUE,FALSE
"yaaX",0.225589226,17.7655073254607,FALSE,TRUE,FALSE
"yaaA",0.208494208,16.2310264728184,FALSE,TRUE,FALSE
"yaaJ",0.238993711,18.9417934982492,FALSE,TRUE,FALSE
"talB",0.259958071,20.7405220359747,FALSE,TRUE,FALSE
"mog",0.239795918,19.0115055541163,FALSE,TRUE,FALSE
"satP",0.239858907,19.0169761781134,FALSE,TRUE,FALSE
"yaaW",0.219887955,17.2582754241239,FALSE,TRUE,FALSE
"yaaI",0.261728395,20.8903415790951,FALSE,TRUE,FALSE
"dnaK",0.053208138,-2.00652874857834,FALSE,FALSE,TRUE
"dnaJ",0.224580018,17.6760338684904,FALSE,TRUE,FALSE
"insL1",0.281221923,22.5208879210296,FALSE,TRUE,FALSE
"mokC",0.438095238,34.7508730460785,FALSE,TRUE,FALSE
"hokC",0.359477124,28.7829596933116,FALSE,TRUE,FALSE
"nhaA",0.285347044,22.8617041228886,FALSE,TRUE,FALSE
"nhaR",0.270419426,21.6215344591749,FALSE,TRUE,FALSE
"insB1",0.357142857,28.6015171466752,FALSE,TRUE,FALSE
"insA",0.311594203,24.9994168221253,FALSE,TRUE,FALSE
"rpsT",0,-172.161960178805,TRUE,FALSE,FALSE
"yaaY",0.109589041,6.11452767084296,FALSE,TRUE,FALSE
"ribF",0.005307856,-20.0930286017248,TRUE,FALSE,FALSE
"ileS",0.002484913,-25.2807282469994,TRUE,FALSE,FALSE
"lspA",0.012121212,-14.2268237928731,TRUE,FALSE,FALSE
"fkpB",0.113333333,6.55868042881735,FALSE,TRUE,FALSE
"ispH",0.008412198,-16.8629072686318,TRUE,FALSE,FALSE
"rihC",0.228415301,18.0153582553465,FALSE,TRUE,FALSE
"dapB",0.001216545,-30.0804217555833,TRUE,FALSE,FALSE
"carA",0.17232376,12.8268780579488,FALSE,TRUE,FALSE
"carB",0.205462446,15.9544433410882,FALSE,TRUE,FALSE
"caiF",0.54040404,42.2029052694267,FALSE,TRUE,FALSE
"caiE",0.248730964,19.7830697802311,FALSE,TRUE,FALSE
"caiD",0.281170483,22.5166290652611,FALSE,TRUE,FALSE
"caiC",0.27027027,21.609044594819,FALSE,TRUE,FALSE
"caiB",0.218390805,17.1243486485704,FALSE,TRUE,FALSE
"caiA",0.186351706,14.1759812601423,FALSE,TRUE,FALSE
"caiT",0.258745875,20.6377592298683,FALSE,TRUE,FALSE
"fixA",0.246433204,19.5854928748613,FALSE,TRUE,FALSE
"fixB",0.174097665,12.9997607080494,FALSE,TRUE,FALSE
"fixC",0.177156177,13.2962345524149,FALSE,TRUE,FALSE
"fixX",0.21875,17.1565084362157,FALSE,TRUE,FALSE
"yaaU",0.211711712,16.5230254388295,FALSE,TRUE,FALSE
"kefF",0.256120527,20.4146982025842,FALSE,TRUE,FALSE
"kefC",0.198067633,15.2736961516375,FALSE,TRUE,FALSE
"folA",0.004166667,-21.7619466480972,TRUE,FALSE,FALSE
"apaH",0.215895611,16.9004494180462,FALSE,TRUE,FALSE
"apaG",0.285714286,22.8919779313823,FALSE,TRUE,FALSE
"rsmA",0.181265207,13.6914471433645,FALSE,TRUE,FALSE
"pdxA",0.225252525,17.7356711654755,FALSE,TRUE,FALSE
"surA",0.201243201,15.5671212942631,FALSE,TRUE,FALSE
"lptD",0.007218684,-17.9457932729993,TRUE,FALSE,FALSE
"djlA",0.285539216,22.8775472986483,FALSE,TRUE,FALSE
"yabP",0.526641884,41.2166026228945,FALSE,TRUE,FALSE
"rluA",0.266666667,21.3066723713466,FALSE,TRUE,FALSE
"rapA",0.243550052,19.336765159257,FALSE,TRUE,FALSE
"polB",0.209608844,16.3323592209752,FALSE,TRUE,FALSE
"araD",0.215339233,16.8504046386273,FALSE,TRUE,FALSE
"araC",0.184300341,13.9811790475873,FALSE,TRUE,FALSE
"yabI",0.197385621,15.2104577035873,FALSE,TRUE,FALSE
"thiQ",0.221745351,17.4240020556313,FALSE,TRUE,FALSE
"thiP",0.238981999,18.9407751707643,FALSE,TRUE,FALSE
"thiB",0.18800813,14.3326931915177,FALSE,TRUE,FALSE
"sgrR",0.208937198,16.271321692288,FALSE,TRUE,FALSE
"sgrT",0.272727273,21.8145313532123,FALSE,TRUE,FALSE
"setA",0.259541985,20.7052650064759,FALSE,TRUE,FALSE
"leuD",0.198019802,15.2692636639806,FALSE,TRUE,FALSE
"leuC",0.187723055,14.3057594829488,FALSE,TRUE,FALSE
"leuB",0.227106227,17.899751543002,FALSE,TRUE,FALSE
"leuA",0.244910941,19.4542823845388,FALSE,TRUE,FALSE
"leuL",0.701149425,53.4525928345024,FALSE,TRUE,FALSE
"leuO",0.592592593,45.90587177939,FALSE,TRUE,FALSE
"ilvI",0.275362319,22.0343119846953,FALSE,TRUE,FALSE
"ilvH",0.221544715,17.4061227556717,FALSE,TRUE,FALSE
"cra",0.220895522,17.3482339144168,FALSE,TRUE,FALSE
"mraZ",0.128540305,8.292852868227,FALSE,TRUE,FALSE
"rsmH",0.102972399,5.31041642820708,FALSE,TRUE,FALSE
"ftsL",0.040983607,-4.4578091919335,TRUE,FALSE,FALSE
"ftsI",0.007923033,-17.2881900493122,TRUE,FALSE,FALSE
"murE",0.004032258,-21.9868152241039,TRUE,FALSE,FALSE
"murF",0.006622517,-18.5513136103948,TRUE,FALSE,FALSE
"mraY",0.005540166,-19.7959005037102,TRUE,FALSE,FALSE
"murD",0.006074412,-19.1552631147804,TRUE,FALSE,FALSE
"ftsW",0.018473896,-11.0627752449509,TRUE,FALSE,FALSE
"murG",0.003745318,-22.4921343060888,TRUE,FALSE,FALSE
"murC",0.005420054,-19.9480094914376,TRUE,FALSE,FALSE
"ddlB",0.112920738,6.51010072591026,FALSE,TRUE,FALSE
"ftsQ",0.018050542,-11.2412202357373,TRUE,FALSE,FALSE
"ftsA",0.006334125,-18.8629272696325,TRUE,FALSE,FALSE
"ftsZ",0.001736111,-27.697149753205,TRUE,FALSE,FALSE
"lpxC",0.013071895,-13.6710027308651,TRUE,FALSE,FALSE
"secM",0.087719298,3.34589177973575,FALSE,FALSE,TRUE
"secA",0.015151515,-12.5711477946677,TRUE,FALSE,FALSE
"mutT",0.197435897,15.2151221531116,FALSE,TRUE,FALSE
"yacG",0.166666667,12.2707900639452,FALSE,TRUE,FALSE
"zapD",0.198924731,15.3530580116122,FALSE,TRUE,FALSE
"coaE",0.020933977,-10.0900081321843,TRUE,FALSE,FALSE
"guaC",0.204022989,15.8226221284083,FALSE,TRUE,FALSE
"hofC",0.232751455,18.3967536370771,FALSE,TRUE,FALSE
"hofB",0.211399711,16.4947779772664,FALSE,TRUE,FALSE
"ppdD",0.25170068,20.0375911726565,FALSE,TRUE,FALSE
"nadC",0.1901566,14.5351932786596,FALSE,TRUE,FALSE
"ampD",0.251811594,20.0470791528603,FALSE,TRUE,FALSE
"ampE",0.25380117,20.2170576931756,FALSE,TRUE,FALSE
"aroP",0.254002911,20.2342705395462,FALSE,TRUE,FALSE
"pdhR",0.122875817,7.65900447979556,FALSE,TRUE,FALSE
"aceE",0.054054054,-1.85205433239149,FALSE,FALSE,TRUE
"aceF",0.04437401,-3.73110026144792,TRUE,FALSE,FALSE
"lpd",0.008421053,-16.8554230022618,TRUE,FALSE,FALSE
"yacH",0.236245955,18.702444653293,FALSE,TRUE,FALSE
"acnB",0.08891455,3.50625794616223,FALSE,FALSE,TRUE
"yacL",0.256198347,20.4213200554687,FALSE,TRUE,FALSE
"speD",0.233962264,18.5028390622351,FALSE,TRUE,FALSE
"speE",0.219146482,17.1919859323338,FALSE,TRUE,FALSE
"yacC",0.16954023,12.5541799786997,FALSE,TRUE,FALSE
"cueO",0.205673759,15.9737673207123,FALSE,TRUE,FALSE
"gcd",0.219991635,17.2675386629144,FALSE,TRUE,FALSE
"hpt",0.195530726,15.0380645277644,FALSE,TRUE,FALSE
"can",0.010558069,-15.2327668771995,TRUE,FALSE,FALSE
"yadG",0.153182309,10.9135119536809,FALSE,TRUE,FALSE
"yadH",0.228274968,18.0029756336876,FALSE,TRUE,FALSE
"yadI",0.233560091,18.4676222847207,FALSE,TRUE,FALSE
"yadE",0.217073171,17.0062233225644,FALSE,TRUE,FALSE
"panD",0.181102362,13.6758501910145,FALSE,TRUE,FALSE
"yadD",0.205980066,16.0017658416694,FALSE,TRUE,FALSE
"panC",0.172535211,12.8475223356197,FALSE,TRUE,FALSE
"panB",0.222641509,17.5037955147282,FALSE,TRUE,FALSE
"yadC",0.469733656,37.0872893274778,FALSE,TRUE,FALSE
"yadK",0.427135678,33.9337300926917,FALSE,TRUE,FALSE
"yadL",0.524752475,41.08084548979,FALSE,TRUE,FALSE
"yadM",0.477192982,37.633611264653,FALSE,TRUE,FALSE
"htrE",0.548883757,42.8084769434126,FALSE,TRUE,FALSE
"yadV",0.464237517,36.6836869730332,FALSE,TRUE,FALSE
"yadN",0.567521368,44.1339835261192,FALSE,TRUE,FALSE
"folK",0.079166667,2.16038912466599,FALSE,FALSE,TRUE
"pcnB",0.138054363,9.32907471146908,FALSE,TRUE,FALSE
"gluQ",0.20819849,16.2041107835645,FALSE,TRUE,FALSE
"dksA",0.149122807,10.4952441172546,FALSE,TRUE,FALSE
"sfsA",0.218439716,17.1287288457584,FALSE,TRUE,FALSE
"ligT",0.186440678,14.1844119751581,FALSE,TRUE,FALSE
"hrpB",0.201234568,15.5663258544815,FALSE,TRUE,FALSE
"mrcB",0.203944773,15.815449948179,FALSE,TRUE,FALSE
"fhuA",0.235294118,18.6193253322242,FALSE,TRUE,FALSE
"fhuC",0.211779449,16.5291562065048,FALSE,TRUE,FALSE
"fhuD",0.237934905,18.8496687208106,FALSE,TRUE,FALSE
"fhuB",0.205244579,15.934512690552,FALSE,TRUE,FALSE
"hemL",0.010928962,-14.9823987035229,TRUE,FALSE,FALSE
"clcA",0.23488045,18.5831680124014,FALSE,TRUE,FALSE
"erpA",0.014492754,-12.9042357371775,TRUE,FALSE,FALSE
"yadS",0.1875,14.2846747500661,FALSE,TRUE,FALSE
"btuF",0.169787765,12.5785019776212,FALSE,TRUE,FALSE
"mtn",0.054363376,-1.79597563855293,FALSE,FALSE,TRUE
"dgt",0.41370224,32.9261693685306,FALSE,TRUE,FALSE
"degP",0.273684211,21.8944172297529,FALSE,TRUE,FALSE
"cdaR",0.227115717,17.9005904100337,FALSE,TRUE,FALSE
"yaeH",0.170542636,12.6525865491087,FALSE,TRUE,FALSE
"yaeI",0.2300123,18.1560981825067,FALSE,TRUE,FALSE
"dapD",0.008484848,-16.8017185507608,TRUE,FALSE,FALSE
"glnD",0.116722783,6.95449901874352,FALSE,TRUE,FALSE
"map",0.021383648,-9.92277022432538,TRUE,FALSE,FALSE
"rpsB",0.002754821,-24.5826359774894,TRUE,FALSE,FALSE
"tsf",0.003521127,-22.9137298425828,TRUE,FALSE,FALSE
"pyrH",0.005509642,-19.8342557746503,TRUE,FALSE,FALSE
"frr",0.012544803,-13.9744993387895,TRUE,FALSE,FALSE
"dxr",0.006683375,-18.4871961628276,TRUE,FALSE,FALSE
"ispU",0.00656168,-18.6159672821916,TRUE,FALSE,FALSE
"cdsA",0.005827506,-19.4443896438504,TRUE,FALSE,FALSE
"rseP",0.057649667,-1.21294802620455,FALSE,FALSE,TRUE
"bamA",0.003288122,-23.3804263760031,TRUE,FALSE,FALSE
"skp",0.109053498,6.05038165399662,FALSE,TRUE,FALSE
"lpxD",0.002923977,-24.1784132720866,TRUE,FALSE,FALSE
"fabZ",0.006578947,-18.5975596823416,TRUE,FALSE,FALSE
"lpxA",0.002534854,-25.146142244886,TRUE,FALSE,FALSE
"lpxB",0.006962576,-18.1999237509834,TRUE,FALSE,FALSE
"rnhB",0.087102178,3.26261452718844,FALSE,FALSE,TRUE
"dnaE",0.002296871,-25.8123997196935,TRUE,FALSE,FALSE
"accA",0.00625,-18.9563560250199,TRUE,FALSE,FALSE
"ldcC",0.185340803,14.0800849321634,FALSE,TRUE,FALSE
"yaeR",0.187179487,14.2543612030321,FALSE,TRUE,FALSE
"tilS",0.018475751,-11.062001119196,TRUE,FALSE,FALSE
"rof",0.168627451,12.464371039741,FALSE,TRUE,FALSE
"yaeP",0.144278607,9.98968501060342,FALSE,TRUE,FALSE
"yaeQ",0.195970696,15.0790085940314,FALSE,TRUE,FALSE
"arfB",0.205673759,15.9737673207123,FALSE,TRUE,FALSE
"nlpE",0.230661041,18.213178934657,FALSE,TRUE,FALSE
"yaeF",0.23030303,18.1816851223431,FALSE,TRUE,FALSE
"proS",0.006399069,-18.7916005763449,TRUE,FALSE,FALSE
"tsaA",0.199152542,15.3741311694513,FALSE,TRUE,FALSE
"rcsF",0.271604938,21.7207342029713,FALSE,TRUE,FALSE
"metQ",0.221813725,17.4300938383985,FALSE,TRUE,FALSE
"metI",0.281345566,22.5311237519268,FALSE,TRUE,FALSE
"metN",0.239341085,18.9719895343861,FALSE,TRUE,FALSE
"gmhB",0.111111111,6.29598006817827,FALSE,TRUE,FALSE
"dkgB",0.149253731,10.5088088717517,FALSE,TRUE,FALSE
"yafC",0.150819672,10.6706606475134,FALSE,TRUE,FALSE
"yafD",0.188514357,14.3804837502193,FALSE,TRUE,FALSE
"yafE",0.209935897,16.3620563741064,FALSE,TRUE,FALSE
"mltD",0.152317881,10.8248440634817,FALSE,TRUE,FALSE
"gloB",0.12037037,7.37423780250443,FALSE,TRUE,FALSE
"yafS",0.146611342,10.2340389539553,FALSE,TRUE,FALSE
"rnhA",0.053418803,-1.9679044928755,FALSE,FALSE,TRUE
"dnaQ",0.106557377,5.74927219877792,FALSE,TRUE,FALSE
"yafT",0.337150127,27.0355091447841,FALSE,TRUE,FALSE
"ykfM",0.020833333,-10.1278522586979,TRUE,FALSE,FALSE
"yafU",0.285714286,22.8919779313823,FALSE,TRUE,FALSE
"yafF",0.326007326,26.1527750451634,FALSE,TRUE,FALSE
"yafV",0.19844358,15.3085216558631,FALSE,TRUE,FALSE
"ivy",0.232067511,18.336750659932,FALSE,TRUE,FALSE
"fadE",0.154601227,11.0586005486126,FALSE,TRUE,FALSE
"gmhA",0.086355786,3.16144854103951,FALSE,FALSE,TRUE
"yafJ",0.161458333,11.7520850813688,FALSE,TRUE,FALSE
"yafK",0.230769231,18.222693145678,FALSE,TRUE,FALSE
"yafQ",0.250896057,19.968722314354,FALSE,TRUE,FALSE
"dinJ",0.283524904,22.711332344929,FALSE,TRUE,FALSE
"yafL",0.174666667,13.0550688110665,FALSE,TRUE,FALSE
"rayT",0.184738956,14.0228991746408,FALSE,TRUE,FALSE
"lfhA",0.1558669,11.1875488730346,FALSE,TRUE,FALSE
"lafU",0.191798942,14.6894186970135,FALSE,TRUE,FALSE
"dinB",0.182765152,13.8348588944232,FALSE,TRUE,FALSE
"yafN",0.139455782,9.47894553539784,FALSE,TRUE,FALSE
"yafO",0.406015038,32.3464892185678,FALSE,TRUE,FALSE
"yafP",0.333333333,26.7339805811491,FALSE,TRUE,FALSE
"ykfJ",0.47826087,37.7116900522887,FALSE,TRUE,FALSE
"prfH",0.23752495,18.8139641707359,FALSE,TRUE,FALSE
"pepD",0.206447188,16.0444357863638,FALSE,TRUE,FALSE
"gpt",0.185185185,14.0653052651641,FALSE,TRUE,FALSE
"frsA",0.228915663,18.0594886052919,FALSE,TRUE,FALSE
"crl",0.328358209,26.3396382147053,FALSE,TRUE,FALSE
"phoE",0.413825758,32.9354647975877,FALSE,TRUE,FALSE
"proB",0.208333333,16.2163855895973,FALSE,TRUE,FALSE
"proA",0.198564593,15.3197265284207,FALSE,TRUE,FALSE
"ykfN",0.174603175,13.0489007529287,FALSE,TRUE,FALSE
"ykfI",0.201754386,15.6141999286721,FALSE,TRUE,FALSE
"yafW",0.267295597,21.3595309267883,FALSE,TRUE,FALSE
"ykfH",0.261261261,20.8508383754646,FALSE,TRUE,FALSE
"ykfG",0.209643606,16.3355164533102,FALSE,TRUE,FALSE
"yafX",0.300653595,24.1145468969827,FALSE,TRUE,FALSE
"ykfF",0.254166667,20.2482393798257,FALSE,TRUE,FALSE
"ykfB",0.25,19.8919473974513,FALSE,TRUE,FALSE
"yafY",0.25,19.8919473974513,FALSE,TRUE,FALSE
"ykfL",0.162162162,11.8225730151662,FALSE,TRUE,FALSE
"ykfK",0.1875,14.2846747500661,FALSE,TRUE,FALSE
"yafZ",0.236009732,18.6818264926894,FALSE,TRUE,FALSE
"ykfA",0.24537037,19.4939093555841,FALSE,TRUE,FALSE
"perR",0.218120805,17.1001629747274,FALSE,TRUE,FALSE
"insN",0.217836257,17.0746631707585,FALSE,TRUE,FALSE
"insI1",0.248263889,19.7429535745128,FALSE,TRUE,FALSE
"ykfC",0.231949458,18.3263879667476,FALSE,TRUE,FALSE
"insH1",0.393313668,31.3834578423133,FALSE,TRUE,FALSE
"mmuP",0.199430199,15.3998035206066,FALSE,TRUE,FALSE
"mmuM",0.185423365,14.0879242833026,FALSE,TRUE,FALSE
"afuC",0.224450812,17.6645692183133,FALSE,TRUE,FALSE
"afuB",0.175287356,13.115320952689,FALSE,TRUE,FALSE
"insB1",0.337301587,27.0474569416865,FALSE,TRUE,FALSE
"insA",0.253623188,20.2018685305707,FALSE,TRUE,FALSE
"insI1",0.298850575,23.9678955437298,FALSE,TRUE,FALSE
"insX",0.24497992,19.460233489411,FALSE,TRUE,FALSE
"yagB",0.294498382,23.6129055769284,FALSE,TRUE,FALSE
"yagA",0.217316017,17.0280125958954,FALSE,TRUE,FALSE
"yagE",0.157315732,11.3346226406466,FALSE,TRUE,FALSE
"yagF",0.18495935,14.0438484969877,FALSE,TRUE,FALSE
"yagG",0.23065799,18.2129106091206,FALSE,TRUE,FALSE
"yagH",0.210428305,16.4067378703226,FALSE,TRUE,FALSE
"yagI",0.213438735,16.6791252621088,FALSE,TRUE,FALSE
"argF",0.177114428,13.2922010841448,FALSE,TRUE,FALSE
"ykgS",0.2,15.4524475833998,FALSE,TRUE,FALSE
"insB1",0.31547619,25.3113989132461,FALSE,TRUE,FALSE
"insA",0.268115942,21.4284219852586,FALSE,TRUE,FALSE
"yagJ",0.248792271,19.7883335911237,FALSE,TRUE,FALSE
"yagK",0.526315789,41.1931782591202,FALSE,TRUE,FALSE
"yagL",0.417739628,33.2297023452748,FALSE,TRUE,FALSE
"yagM",0.278362573,22.2838165462642,FALSE,TRUE,FALSE
"yagN",0.319727891,25.6519452223259,FALSE,TRUE,FALSE
"intF",0.191291934,14.6418598545138,FALSE,TRUE,FALSE
"yagP",0.221238938,17.378863575125,FALSE,TRUE,FALSE
"ykgT",0.153846154,10.9814621016064,FALSE,TRUE,FALSE
"paoD",0.218390805,17.1243486485704,FALSE,TRUE,FALSE
"paoC",0.195543429,15.0392471509831,FALSE,TRUE,FALSE
"paoB",0.199582027,15.413836213673,FALSE,TRUE,FALSE
"paoA",0.257971014,20.5719951187104,FALSE,TRUE,FALSE
"yagU",0.513821138,40.2937080175986,FALSE,TRUE,FALSE
"ykgJ",0.566666667,44.0733569494665,FALSE,TRUE,FALSE
"ecpE",0.23769339,18.8286366360536,FALSE,TRUE,FALSE
"ecpD",0.210462287,16.4098200861598,FALSE,TRUE,FALSE
"ecpC",0.228424386,18.0161598062071,FALSE,TRUE,FALSE
"ecpB",0.233183857,18.4346591325342,FALSE,TRUE,FALSE
"ecpA",0.31462585,25.2431465154431,FALSE,TRUE,FALSE
"ecpR",0.230118443,18.1654409756399,FALSE,TRUE,FALSE
"ykgL",0.350877193,28.1130794930046,FALSE,TRUE,FALSE
"ykgO",0.219858156,17.2556127750475,FALSE,TRUE,FALSE
"ykgM",0.268939394,21.4975116859734,FALSE,TRUE,FALSE
"ykgR",0.098039216,4.69328549504954,FALSE,TRUE,FALSE
"ykgP",0.244444444,19.4140219613696,FALSE,TRUE,FALSE
"eaeH",0.342889908,27.4873644538051,FALSE,TRUE,FALSE
"insE1",0.326666667,26.2052181674173,FALSE,TRUE,FALSE
"insF1",0.370242215,29.6161759425845,FALSE,TRUE,FALSE
"ykgA",0.355263158,28.4552029412122,FALSE,TRUE,FALSE
"ykgQ",0.23255814,18.3797997562531,FALSE,TRUE,FALSE
"rclC",0.461279461,36.4660832799767,FALSE,TRUE,FALSE
"rclB",0.194092827,14.9040177581977,FALSE,TRUE,FALSE
"rclA",0.47586727,37.5366355307292,FALSE,TRUE,FALSE
"rclR",0.428070175,34.0035727741473,FALSE,TRUE,FALSE
"ykgE",0.363888889,29.1251272778487,FALSE,TRUE,FALSE
"ykgF",0.212184874,16.5658364442701,FALSE,TRUE,FALSE
"ykgG",0.291666667,23.3811613922588,FALSE,TRUE,FALSE
"ykgH",0.130044843,8.45900113286004,FALSE,TRUE,FALSE
"betA",0.221424297,17.395389327409,FALSE,TRUE,FALSE
"betB",0.170400543,12.6386511902001,FALSE,TRUE,FALSE
"betI",0.178571429,13.4327491581132,FALSE,TRUE,FALSE
"betT",0.23352999,18.4649856652349,FALSE,TRUE,FALSE
"yahA",0.51882461,40.6543591968786,FALSE,TRUE,FALSE
"yahB",0.361200429,28.9167329951733,FALSE,TRUE,FALSE
"yahC",0.285140562,22.8446778485006,FALSE,TRUE,FALSE
"yahD",0.382838284,30.5840295308561,FALSE,TRUE,FALSE
"yahE",0.412037037,32.8007957073381,FALSE,TRUE,FALSE
"yahF",0.189276486,14.4523429533195,FALSE,TRUE,FALSE
"yahG",0.167723749,12.3752642585023,FALSE,TRUE,FALSE
"yahI",0.154574132,11.0558352553108,FALSE,TRUE,FALSE
"yahJ",0.192335503,14.7396993595583,FALSE,TRUE,FALSE
"yahK",0.287619048,23.0488233841988,FALSE,TRUE,FALSE
"yahL",0.290441176,23.2806760591353,FALSE,TRUE,FALSE
"yahM",0.292682927,23.4644020065881,FALSE,TRUE,FALSE
"yahN",0.352678571,28.2537180655544,FALSE,TRUE,FALSE
"yahO",0.257246377,20.5104396296079,FALSE,TRUE,FALSE
"prpR",0.176433522,13.2263651615774,FALSE,TRUE,FALSE
"prpB",0.177328844,13.3129124143075,FALSE,TRUE,FALSE
"prpC",0.161538462,11.7601162594397,FALSE,TRUE,FALSE
"prpD",0.161157025,11.7218709556042,FALSE,TRUE,FALSE
"prpE",0.165871754,12.1920516127409,FALSE,TRUE,FALSE
"codB",0.19047619,14.5652430321904,FALSE,TRUE,FALSE
"codA",0.190809969,14.5966070402646,FALSE,TRUE,FALSE
"cynR",0.152222222,10.8150188825867,FALSE,TRUE,FALSE
"cynT",0.159090909,11.5140604736595,FALSE,TRUE,FALSE
"cynS",0.208067941,16.1922242182809,FALSE,TRUE,FALSE
"cynX",0.25021645,19.9105007768253,FALSE,TRUE,FALSE
"lacA",0.475490196,37.5090432302153,FALSE,TRUE,FALSE
"lacY",0.462519936,36.5573693531024,FALSE,TRUE,FALSE
"lacZ",0.275555556,22.0504052739611,FALSE,TRUE,FALSE
"lacI",0.1966759,15.1445661247691,FALSE,TRUE,FALSE
"mhpR",0.176258993,13.2094743449817,FALSE,TRUE,FALSE
"mhpA",0.196396396,15.1185929404914,FALSE,TRUE,FALSE
"mhpB",0.180952381,13.6614805944632,FALSE,TRUE,FALSE
"mhpC",0.150793651,10.6679770492457,FALSE,TRUE,FALSE
"mhpD",0.19382716,14.8792116284871,FALSE,TRUE,FALSE
"mhpF",0.171398528,12.7364288109936,FALSE,TRUE,FALSE
"mhpE",0.17357002,12.9484094539303,FALSE,TRUE,FALSE
"mhpT",0.177392739,13.3190824257423,FALSE,TRUE,FALSE
"yaiL",0.227777778,17.9590847320482,FALSE,TRUE,FALSE
"frmB",0.215827338,16.8943108053795,FALSE,TRUE,FALSE
"frmA",0.196396396,15.1185929404914,FALSE,TRUE,FALSE
"frmR",0.166666667,12.2707900639452,FALSE,TRUE,FALSE
"yaiO",0.382428941,30.552691724224,FALSE,TRUE,FALSE
"yaiX",0.449856734,35.6232070884004,FALSE,TRUE,FALSE
"insC1",0.450819672,35.694423356598,FALSE,TRUE,FALSE
"insD1",0.429359823,34.0999070800765,FALSE,TRUE,FALSE
"yaiP",0.440267335,34.9123259924456,FALSE,TRUE,FALSE
"yaiS",0.311827957,25.0182316332966,FALSE,TRUE,FALSE
"tauA",0.247144341,19.6467021850323,FALSE,TRUE,FALSE
"tauB",0.177083333,13.2891966848551,FALSE,TRUE,FALSE
"tauC",0.166666667,12.2707900639452,FALSE,TRUE,FALSE
"tauD",0.178403756,13.4165973179533,FALSE,TRUE,FALSE
"hemB",0.012307692,-14.1147785499442,TRUE,FALSE,FALSE
"yaiT",0.434468524,34.4809345350689,FALSE,TRUE,FALSE
"insF1",0.380622837,30.4143322810529,FALSE,TRUE,FALSE
"insE1",0.303333333,24.332068732683,FALSE,TRUE,FALSE
"yaiV",0.301282051,24.1656072558339,FALSE,TRUE,FALSE
"ampH",0.345423143,27.6861961361829,FALSE,TRUE,FALSE
"sbmA",0.226044226,17.8058029374436,FALSE,TRUE,FALSE
"yaiW",0.189041096,14.4301601166488,FALSE,TRUE,FALSE
"yaiY",0.165048544,12.1103501115781,FALSE,TRUE,FALSE
"yaiZ",0.225352113,17.7444975161799,FALSE,TRUE,FALSE
"ddlA",0.194520548,14.9439293352427,FALSE,TRUE,FALSE
"iraP",0.53256705,41.6417861390257,FALSE,TRUE,FALSE
"phoA",0.264830508,21.1521408360055,FALSE,TRUE,FALSE
"psiF",0.208722741,16.251817993554,FALSE,TRUE,FALSE
"yaiC",0.208781362,16.2571499478837,FALSE,TRUE,FALSE
"proC",0.159259259,11.53103452333,FALSE,TRUE,FALSE
"yaiI",0.187363834,14.2717987783928,FALSE,TRUE,FALSE
"aroL",0.177142857,13.2949477160609,FALSE,TRUE,FALSE
"yaiA",0.25,19.8919473974513,FALSE,TRUE,FALSE
"aroM",0.255162242,20.333105719561,FALSE,TRUE,FALSE
"yaiE",0.452631579,35.8283453381795,FALSE,TRUE,FALSE
"ykiA",0.587719298,45.5624150102307,FALSE,TRUE,FALSE
"rdgC",0.213815789,16.7131480668655,FALSE,TRUE,FALSE
"mak",0.223322332,17.5643439688853,FALSE,TRUE,FALSE
"araJ",0.38649789,30.8638614713537,FALSE,TRUE,FALSE
"sbcC",0.186209088,14.162464067658,FALSE,TRUE,FALSE
"sbcD",0.209476309,16.3203201602681,FALSE,TRUE,FALSE
"phoB",0.211594203,16.5123882803912,FALSE,TRUE,FALSE
"phoR",0.198302469,15.2954527563416,FALSE,TRUE,FALSE
"brnQ",0.225,17.7132844150433,FALSE,TRUE,FALSE
"proY",0.209606987,16.3321905552375,FALSE,TRUE,FALSE
"malZ",0.214876033,16.8087073068316,FALSE,TRUE,FALSE
"acpH",0.125429553,7.94642957751287,FALSE,TRUE,FALSE
"queA",0.16713352,12.3169629843123,FALSE,TRUE,FALSE
"tgt",0.181737589,13.7366607286918,FALSE,TRUE,FALSE
"yajC",0.108108108,5.93675482105466,FALSE,TRUE,FALSE
"secD",0.056818182,-1.3583309077662,FALSE,FALSE,TRUE
"secF",0.085390947,3.029940695952,FALSE,FALSE,TRUE
"yajD",0.186781609,14.2167036221265,FALSE,TRUE,FALSE
"tsx",0.215819209,16.8935798606057,FALSE,TRUE,FALSE
"yajI",0.218518519,17.1357853067054,FALSE,TRUE,FALSE
"nrdR",0.071111111,0.97309085688294,FALSE,FALSE,TRUE
"ribD",0.008152174,-17.0860144674453,TRUE,FALSE,FALSE
"ribE",0,-172.161960178805,TRUE,FALSE,FALSE
"nusB",0.038095238,-5.11243510322685,TRUE,FALSE,FALSE
"thiL",0.005112474,-20.3526978260165,TRUE,FALSE,FALSE
